formula,target
Y1 Tl1 Rh2,1.696150364
Hf1 Ag1 Au2,1.724040294
Mn1 Ga1 Pd2,1.549261493
Sc1 Si2 Tc1,2.488763418
Be1 H1 Pt2,1.837081099
Y2 Cd1 Hg1,1.858092016
Y2 Ag1 Au1,1.794363962
Al2 Cu1 Ir1,1.926219825
Ga2 Tc1 Pd1,1.935608992
Zn1 Sn1 Rh2,1.99527332
Mg1 Zr1 Zn2,1.937711765
Y1 Zn2 Pt1,1.776525822
Sc2 Os1 Rh1,2.474890119
Li1 Ag1 Pd2,1.705748465
Mn1 Al2 Ir1,2.331925535
Y2 Cd1 Au1,1.758076061
Ta1 In1 Rh2,2.323900174
Li2 Sc1 In1,1.652830957
Li1 Cd2 Ir1,1.617264175
Sc2 Tl1 Ni1,2.016068551
Zr1 Cu1 Rh2,2.234130042
Cd1 Cu2 Rh1,1.999439789
La2 Zn1 Cu1,2.011893491
La2 Hg1 Pb1,1.569538645
Sc2 In1 Tc1,2.386931649
Mn1 Zn2 Rh1,2.031022795
Y2 In1 Pb1,1.861091852
Cr1 Ga1 Rh2,2.35324959
Ti1 Be1 Pt2,1.799574252
Hf1 Ga1 Cu2,2.405729119
Sc2 Zn1 Cd1,2.02272746
Be1 Cd1 Pt2,1.725188118
Mg1 Ti1 Zn2,1.757633061
Y2 Ru1 Au1,1.812192621
Zr1 Zn1 Au2,1.539450796
Zn1 Co2 Sn1,2.1445394
Zr1 Ag1 Au2,1.684942125
Mg1 Zn2 Rh1,1.552857098
Y1 Ti1 Pd2,1.891082008
Ca1 In1 Rh2,1.841104529
La2 Mg1 Zn1,2.154572036
La2 Al1 Zn1,2.067196171
Al1 Zn1 Ni2,1.900230254
Zn1 Ag1 Pd2,1.671806409
Li2 La1 Al1,1.919005535
Zr1 Cd1 Pt2,1.529522766
Li1 La2 Tl1,1.980703331
Y2 Ge1 Pd1,1.660257846
Sc2 Zn1 Ni1,2.102153589
La1 Zn1 Ag2,1.579710501
Ti1 Cu1 Rh2,2.150250923
Y2 Hg1 Ir1,1.777701815
Sc2 Ga1 Co1,2.151680693
Be1 Ga1 Pt2,1.581835909
Mg2 Ni1 Pt1,1.65181903
Be2 Ag1 Pt1,1.773760383
Ga2 Co1 Ni1,1.80797576
Y2 Co1 Ir1,2.338585638
Ga1 Cu1 Pd2,1.550935167
Be2 Pd1 Au1,1.584800848
Y1 Sc1 Hg2,1.70054023
Sc2 In1 Cu1,2.142933867
Mg1 Ti1 Co2,2.304501468
Al2 Cu1 Rh1,1.76889578
Y2 Zn1 Pt1,1.720448516
Li1 Sc1 Ga2,1.58669473
Cr1 Tc1 Ge2,2.431898458
Y2 Cd1 Ir1,1.900944991
Sc2 Ga1 Hg1,1.861247273
Y2 Fe1 Pd1,2.165588527
La2 Mg1 In1,2.057248429
Ag1 Pd2 Au1,2.04156147
Hf4 Mg4,2.157573507
Hf2 Mg2,1.623577317
Zr1 Sc1 Rh2,2.188793885
Sc2 Be1 Tl1,2.41526448
Cu1 Ag1 Pd2,2.158599588
Y1 Sc1 Zn2,2.11117193
Be1 Ge1 Rh2,2.283975025
Zr1 Ga1 Co2,2.396612673
Sc2 Cu1 Ag1,2.140529115
Li1 Y2 Pb1,1.931340918
Sc2 Zn1 Pd1,1.849928666
Li1 Sc2 Al1,2.301723465
La2 Tl1 Ag1,1.806084206
Y1 Rh2 Pb1,1.821840828
Mn1 Ga1 Cu2,1.769098898
Al2 Os1 Pd1,2.315035301
Y2 Zn1 Cd1,2.066578643
Al1 Ga1 Ni2,1.794704668
La2 Zn1 Hg1,2.057701946
Be2 Co1 Cu1,2.379738557
Y2 Al1 Ag1,2.24104285
Sc2 Zn1 In1,2.05310969
Y2 Cu1 Au1,1.910940527
Be2 Pt1 Au1,1.597957738
Zn1 Cd1 Rh2,2.109772995
Cu1 Ni1 Pd2,2.40368107
Y2 Zn1 Hg1,1.916753126
Mg1 Mn1 Pd2,1.648204563
Y2 In1 Pd1,1.821430722
Y2 Ir1 Ru1,2.359868011
Li1 Y2 Ga1,2.060741238
Y1 Sc1 Pd2,1.584810672
In1 Ni2 Au1,1.873672849
Zr2 Pt1 Rh1,2.454390295
Zn2 Ag1 Ir1,1.84167119
Al2 Fe1 Pt1,1.82321589
Mn1 Cd1 Pd2,1.609762579
Zr1 Ga1 Ir2,2.218476665
Ti1 Be1 Ni2,2.465655612
Mg2 Ir1 Pt1,2.047772158
Sc2 Cu1 Ni1,2.115343438
Y2 Cu1 Pd1,1.894466903
Be1 Co2 P1,2.359800383
La1 Y1 Zn2,2.156177483
Li1 Sc2 Ga1,2.11383115
Hf1 Sn1 Au2,1.81083906
Y2 Cd1 Ag1,2.048755984
Mg1 Zr1 Ag2,1.979943735
Li1 Zn1 Pt2,1.658888979
Sc2 Ag1 Pd1,1.761475885
Al2 Cu1 Ni1,1.728960105
La2 Cd1 Ir1,1.526616604
Sc2 Ga1 Rh1,1.83379867
Y2 Be1 Pb1,2.326647146
Sc1 Zn1 Ir2,2.254482749
Mn1 Zn2 Pt1,1.718407978
Sc1 Fe1 Rh2,2.34959901
Li1 Y2 Tc1,2.382990662
Al2 Co1 Rh1,2.18806397
Hf1 Cd1 Pd2,1.620328677
Ti2 Zn1 Ir1,2.48658206
Sc2 Ge1 Pd1,1.643992299
Y2 Zn1 Ga1,2.069405716
Sr1 La1 Zn2,1.578694353
Hf1 Cr1 Au2,2.171077634
Y1 Sc1 In2,1.996126121
Si2 Tc1 Rh1,2.46506237
Y1 Ga1 Cu2,1.849602105
Y2 Ni1 Pd1,1.850198122
Sc2 Tl1 In1,1.997760363
Ag1 Sb1 Pd2,1.615374936
Sc1 Ti1 Zn2,2.301057548
Sc2 Tl1 Rh1,1.788784671
Mg1 Cu2 Pt1,1.867541068
In1 Cu1 Ni2,2.106758822
La2 Ag1 Os1,1.868803309
Fe1 Cu1 Pd2,2.270539115
Y2 Ga1 Au1,1.78658958
Zr1 In1 Ag2,2.015084742
Sc1 Sn1 Ir2,2.308939469
Be1 Fe2 P1,2.367080626
Hf1 Mg1 Pt2,1.550494114
Y2 Hg1 Ru1,1.897764596
Sc2 In1 Os1,2.375795933
Sc1 Ti1 Tl2,2.150380946
V1 Zn1 Co2,2.438902406
Ti2 Zn1 Rh1,2.375249803
Mn1 Hg1 Pd2,1.543439965
Mn1 Zn2 Co1,2.04722531
Hf1 Cu1 Au2,1.858387044
Sc1 Ga1 Ag2,1.592022503
Li1 La2 Hg1,2.103395638
Mn1 Ag1 Pd2,1.994298537
Be1 B1 Pt2,1.91366517
Cu1 Pd1 Au2,1.744242465
Li1 Al2 Ru1,2.107161431
Y2 Zn1 Pd1,1.893224586
Sc2 Tl1 Cu1,2.098445149
La1 Sc1 Ru2,2.098124217
Zr1 Zn1 Pd2,1.655374529
Al1 Cu1 Ni2,2.194636095
Y1 Sc1 Cd2,1.974889758
La2 Cu1 Os1,1.999939531
Zn1 Ni1 Pd2,1.954132361
Li2 Tl1 Rh1,1.526786944
Y2 Ga1 Cu1,2.1844068
Li1 Y1 In2,1.547632346
Li1 Ta1 Pt2,1.99708556
Y2 Al1 Ru1,2.319264661
Li1 Y2 Hg1,1.985395092
Li1 Y2 Cd1,2.130616309
Sc2 Al1 Pd1,1.994928232
Sc1 Mn1 Au2,1.604745005
Li1 Pd2 Au1,1.712095552
Al2 Cr1 Fe1,2.442940862
Hf1 Sc1 Au2,2.045252669
Y2 Cu1 Ag1,2.151843185
Y2 Hg1 Pd1,1.699754642
Be1 Ge1 Pt2,1.70425219
Zr1 Ga1 Cu2,2.309123245
La1 Y1 Al2,2.30891054
Y2 Zn1 Tc1,2.388241789
Y2 Rh1 Pb1,1.746628135
Y2 Zn1 Rh1,1.837812316
Sc1 Be2 Pt1,2.30260145
Mn1 Tl1 Rh2,2.310200656
Sc2 Tl1 Fe1,2.276622121
Mg1 Zr1 Hg2,1.594525873
Y2 Mg1 Cd1,2.170027179
Li1 Sc1 In2,1.520642623
Al1 Zn1 Co2,2.223506574
Mn1 In1 Pt2,1.733654277
Cd1 Pd2 Pt1,1.959238629
Ca1 Y1 Mg2,1.850158405
Li1 Zr1 Pd2,1.641482368
Mn1 Be1 Pt2,2.032070869
Y2 Pb1 Au1,1.60332082
Mg2 Cd1 Ir1,1.754519149
Y2 Pd1 Pb1,1.70867644
Zr1 Pd1 Au2,1.85053235
Sc2 Tl1 Ga1,1.974052061
Al1 Fe2 Ge1,2.352040036
Zn2 Ir1 Au1,1.782802068
Li1 Be2 Pt1,1.772305438
Sc2 Cu1 Pd1,1.9051825
Sc2 Co1 Pt1,1.867357447
Y2 Tl1 Cu1,2.126031451
Y1 Hf1 Au2,2.064778471
Ti1 Be1 Cu2,2.421964112
La1 Y1 Pb2,1.621048708
Y2 Tc1 Pb1,2.39898618
La2 Zn1 In1,1.915446108
Mg1 Sc2 Ga1,2.155541595
Y2 Os1 Pd1,2.268135409
Hf1 Mg1 Ni2,2.242424079
Mg1 Sc2 Ag1,2.160770018
Zr1 Zn2 Pd1,2.056690692
Mg1 Co2 Ge1,2.207061184
Hf1 Ni2 Au1,2.072739081
Sc2 Pd1 Rh1,1.658912443
Zr2 Hg1 Au1,2.442067165
Zr1 Cu2 Ag1,2.270505587
Li1 Sc2 Co1,2.143658115
La2 Cd1 Pb1,1.701722636
Li1 Y1 Zn2,1.526691005
Y2 Al1 Pb1,2.045821632
Li1 Sc2 In1,2.125989534
Li1 Si2 Ir1,2.008145803
Sc2 In1 Hg1,1.849367087
Y1 Rh1 Au2,1.78990326
Sc2 Tl1 Au1,1.722207731
In2 Pd1 Rh1,1.528952136
Y2 In1 Cu1,2.177411937
Mg1 Ag1 Pd2,1.663753627
Hf1 Zr1 Au2,2.455859276
Sc2 Hg1 Pd1,1.65134283
Li1 Y2 Zn1,2.183222926
Mg1 Cu1 Pt2,2.015857103
La2 Ag1 Pb1,1.71119747
La2 Al1 In1,2.035637327
Y2 Mg1 Ir1,2.05575911
Sc2 Ag1 Rh1,1.753504825
Y2 Zn1 Pb1,1.904136046
Ag2 Pd1 Au1,1.69536436
Y2 In1 Hg1,1.869307357
Ca1 Y1 Ag2,1.593567663
Y2 Ag1 Pd1,1.756854708
Mn1 Tl1 Pd2,1.554189244
La2 Sn1 Hg1,1.532829386
Sc2 Tl1 Co1,2.104536541
Ti1 Cd1 Cu2,1.996893265
Mn1 Si2 Tc1,2.49383414
Sc2 Ag1 Pt1,1.63326206
Ca1 La1 Ga2,1.554736392
Zn2 Co1 Cu1,1.736271985
Sc2 Ni1 Pd1,1.864687877
Li1 Ge2 Ir1,1.79649289
Ti1 Zn2 Pd1,1.869476236
Mg1 Sc1 Tl2,1.522494918
Tl1 Cu1 Pd2,1.632091846
Hf1 Sc1 Pd2,2.096820069
Sc1 Ti1 Rh2,2.136598773
Mg1 V1 Rh2,2.171649743
Mg1 Ti1 Pd2,1.588782103
Hf1 V1 Au2,2.356756721
Zn2 Ir1 Pt1,2.197055058
In2 Ir1 Rh1,2.152758993
Zr1 Sc1 Ir2,2.39473193
Al1 Ni1 Pt2,2.04055816
Co2 Cu1 Ge1,2.406920876
Ti1 Ag1 Au2,1.527247501
Mg1 Sc2 Au1,1.904065283
Li1 Zn2 Ru1,1.797236421
Ga2 Co1 Rh1,1.927020975
Ca1 Sc1 Tl2,1.555289425
Al2 Fe1 Rh1,2.252005355
Cu1 Pd2 Au1,2.088048953
Sc1 Zn2 Cu1,1.663431262
Mg1 Sc2 Hg1,1.985874038
Hf1 Be1 Au2,2.018863068
Al1 Cd1 Rh2,1.975508339
Sc2 Cd1 Au1,1.750599829
Zr2 Pd1 Pt1,2.424906802
Li1 La2 Cd1,2.099283704
Y2 Tl1 Pb1,1.820481241
Mg1 Zn2 Ru1,1.890302586
Li1 La2 Ge1,1.738470641
Sc2 Ga1 Ni1,2.069325363
Sc2 Hg1 Os1,2.183813559
In1 Cu1 Rh2,2.399160727
Mg1 Cd1 Pt2,1.535000824
Be2 Cr1 Pt1,2.319267602
Ga1 Ni1 Pt2,1.995359085
Li1 Sc2 Tl1,2.076475919
Li1 Ni2 As1,1.844842526
Sc2 Tl1 Hg1,1.804257764
Sc2 Co1 Rh1,2.145419315
Sc2 Tc1 Rh1,2.458317312
Y2 Sn1 Hg1,1.679978251
Li1 Sb1 Pt2,1.530703576
Al2 Fe1 Cu1,2.084970935
Y2 Cd1 Ru1,2.031331945
La2 Cu1 Ge1,1.703806156
La1 Y1 Cu2,2.157517473
Y2 In1 Ru1,2.10920617
La1 Mg2 Sc1,2.301416048
Zn1 Ga1 Ni2,1.768174611
Li1 Y2 In1,2.121734267
Y1 Zr1 Pd2,2.064338202
Al2 Ni1 Pt1,1.60691948
Li1 Sc2 Pd1,1.860095405
In1 Fe1 Rh2,2.420230799
Zn2 Cu1 Rh1,1.703211215
Sc2 Cu1 Rh1,1.89486788
Li1 P1 Rh2,1.803390017
Be2 Co1 Pd1,2.3146827
Cu1 Ni1 Au2,1.79289488
Sc2 Ir1 Pt1,1.659078033
Sc2 Zn1 Co1,2.102924371
Mg1 Be1 Pt2,1.684967056
Al2 Cu1 Tc1,2.243974485
Y2 Tl1 Zn1,2.026884333
Sc2 Cu1 Hg1,1.991963588
Li1 Ga2 Tc1,1.877373798
Li1 Mg2 Ir1,1.791657335
Zr1 Zn1 Ir2,2.298996069
Sc2 Tl1 Pd1,1.806867251
La1 Y1 Hg2,1.755315123
Cu1 Ni2 Ge1,2.073087839
Ti1 Cu1 Au2,1.660672398
Li1 P1 Ru2,2.486907577
Y2 Mg1 Ga1,2.14501496
Zr1 Sc1 Pd2,2.086537003
Sr1 La1 Mg2,1.767277243
Mg1 Zr1 Cd2,1.804727345
Mn1 Zn1 Pt2,1.861460731
Mn1 Zn1 Pd2,1.635325896
Li1 Sn2 Ir1,1.750532505
La2 Cd1 In1,1.888984898
Al2 Cr1 Ir1,2.355213115
Y1 Mn1 Au2,1.560008955
Li2 Y1 Ga1,1.759537975
Y2 Ag1 Pb1,1.838605668
Zr1 Zn2 Au1,1.783746783
Be1 Zn1 Pt2,1.757806518
Li1 Cu2 Pd1,1.753126582
Sc2 Ag1 Pb1,1.873181885
Mn1 Cd1 Rh2,2.358266461
Zr1 Cu2 Au1,2.153660947
Mg1 Sb1 Rh2,2.042870936
Cd1 Sb1 Rh2,1.932891007
Y2 Pt1 Pb1,1.577143803
Y1 Al1 Cu2,2.023102993
Zn1 Ge1 Ir2,2.422767005
Hf1 Pd1 Au2,1.903244496
Ga2 Co1 Ir1,2.092556845
Y2 Hg1 Pt1,1.54224495
Na1 Ag1 Pd2,1.694224639
Y1 Cd1 Cu2,1.713635086
Ca1 Y1 Cd2,1.531281935
Zr1 Sc1 Tl2,2.297655983
Mn1 Cu1 Pt2,2.22674232
Hf1 Sn1 Pd2,1.87651986
Zr1 In1 Co2,2.389188562
Na1 Sn1 Rh2,2.04401977
Y2 Ga1 Ag1,2.043741052
Y2 Cu1 Os1,2.472992281
Li2 Sc1 Tl1,1.626365234
Zn1 Ge1 Rh2,1.90444938
Sc2 In1 Ga1,2.010897262
Li1 Y2 Pd1,1.875677627
Al1 Si1 Ni2,1.929749452
Cu1 Sn1 Pd2,1.640093911
Ti1 Al1 Ir2,2.290090368
Y1 Mg1 Cu2,1.868691955
Sc2 Tl1 Os1,2.339967345
Zr1 Ga1 Rh2,1.826119953
Li1 Y2 Co1,2.203045675
Sc2 In1 Au1,1.757705994
Sc1 Tl1 Cu2,1.773942574
Sc2 Zn1 Ag1,2.062027786
Hf1 Cd1 Au2,1.562306698
Hf1 Zn1 Rh2,1.86218548
Y2 Ag1 Rh1,1.761553465
Ca1 La1 Cu2,1.741430423
Be1 Pt2 Au1,2.130469341
Be2 Co1 Au1,2.090022915
Y1 Sc1 Ag2,2.059591813
Be2 Cu1 Pd1,1.906646503
Mg1 Cd1 Rh2,2.117310701
Sc2 Al1 Ga1,2.220845903
Al1 Ga1 Co2,2.17705791
Mg1 Bi1 Rh2,2.154954416
Y2 Cd1 Pb1,1.822613576
Li1 Cr1 Rh2,2.332685088
Y2 Hg1 Pb1,1.692460457
La2 Cd1 Ag1,1.928144654
Y2 Tl1 In1,1.97381377
Mg1 Ti1 Cu2,2.111094733
Y1 Hf1 Pd2,2.087235174
Al1 Cu1 Rh2,2.389987695
Li1 Al2 Co1,1.923696155
Y2 Hg1 Au1,1.64883625
Zr1 Sc1 Pt2,1.839340573
Ni1 Ge1 Rh2,2.474354144
Zn1 Si1 Ir2,2.370707864
Zn2 Ir1 Rh1,2.440785298
La2 Cd1 Hg1,1.805585194
Zr1 Sc1 Zn2,2.458711773
Hf1 Cu1 Rh2,2.315281114
La2 Ag1 Au1,1.631311637
Hf1 Ti1 Au2,2.297041412
Li1 Zr1 Cu2,2.17830813
Y2 Ni1 Rh1,1.931581042
Y2 Al1 Cu1,2.380461575
Al1 Ga1 Ir2,2.368578618
Sc2 Ag1 Sn1,1.854750951
Y1 Cd1 Rh2,1.795699479
Y2 Al1 Tl1,2.176584051
Sc2 Zn1 Hg1,1.892776531
Y2 Mg1 Hg1,2.032975003
Mn1 Pd1 Au2,1.579329765
Y2 Be1 Pd1,2.245230606
Y2 Zn1 Ag1,2.096596571
Mg1 Fe1 Pt2,1.884939097
Y1 Sc1 Au2,1.548074902
Y2 Mg1 Tl1,2.119721816
Y2 Tl1 Hg1,1.819223789
Hf1 Mg1 Hg2,1.703934501
Sc1 Co2 Ge1,2.343435544
Zn1 Cr1 Rh2,2.305675421
Y2 Pd1 Rh1,1.613691193
Y1 Hf1 Rh2,2.108552489
Y2 Zn1 Os1,2.435366233
Y2 Ru1 Pt1,1.918270939
Li1 Y2 Ag1,2.14826395
Mg2 Zn1 Ir1,1.839703141
La1 Ag2 Au1,1.544321292
Y1 Sc1 Cu2,2.281154978
Sc1 In1 Co2,2.202409129
Ag1 Sn1 Rh2,2.273628979
Mg2 Cu1 Rh1,1.725649938
Sc2 Pt1 Rh1,1.540100168
Cu2 Pd1 Pt1,2.38221073
Y2 Ga1 Hg1,1.85424589
Li1 Be2 Au1,1.529514885
Ti2 Ir1 Pd1,2.438018717
La1 Y1 Ir2,1.663604723
Ga1 Re1 Ge2,2.337812583
Mg2 Cu1 Ir1,1.97716509
Zr2 Pt1 Au1,2.314354277
Zr1 Zn2 Pt1,2.197005853
Mg1 Cu1 Pd2,1.772558608
Zr1 Zn1 Co2,2.355866411
Sc2 Al1 Pt1,1.87004516
Mg1 Sc1 In2,1.592925691
Y1 Sb1 Rh2,1.829429984
Sc2 Ga1 Pd1,1.828359045
Ga1 Co1 Rh2,2.488368222
Cu1 Hg1 Pd2,1.679589853
Ga2 Ru1 Pt1,1.817647084
Y2 Cu1 Pt1,1.781487128
Y2 Al1 Cd1,2.189482576
Zr1 Sc1 Au2,1.95895853
Mg1 Sc1 Ir2,2.238249205
La2 In1 Ga1,1.835113797
Hf1 Sc1 Hg2,2.233005636
Al2 Tc1 Au1,1.9082589
Sc2 In1 Pt1,1.677509967
La2 Zn1 Cd1,1.973973645
Y2 Ga1 Pb1,1.885444648
Sc2 Cd1 Ga1,1.992441934
Sc2 Cd1 Pt1,1.633120576
Zn2 Ni1 Pt1,1.742594195
Y2 Sn1 Pd1,1.670038006
Sc2 In1 Ru1,2.081398388
Y1 Sc1 Al2,2.408894983
Ta1 Ga1 Rh2,2.364482143
Sc1 Ga2 Ir1,2.137939755
Zn1 In1 Rh2,2.031415658
Y2 Si1 Pd1,1.791264258
Y1 Zr1 Au2,1.942177175
Ca1 Sc1 Rh2,1.601404717
Ti1 Cd1 Rh2,1.764985505
Y2 Tc1 Pd1,2.30763554
Li1 Be2 Rh1,2.049261303
Mg1 Sc1 Ni2,1.753326083
Be2 Fe1 Pt1,2.367480873
Hf1 Mg1 Zn2,2.085465756
Li1 Hf1 Hg2,1.631738866
Ca1 Sc1 In2,1.626779761
Ca1 Y1 Zn2,1.68955942
Mg1 Sc2 Ir1,2.02405994
Tc1 Ge2 Rh1,2.356807123
Hf1 Co2 Sb1,2.496003688
Ca1 Y1 In2,1.647776888
Ca1 Sb1 Rh2,1.946109174
Hf1 Mg1 Cu2,2.402665281
La1 Zr1 Au2,1.850533747
Zr1 Sc1 Cd2,2.37077822
Li1 Ga2 Co1,1.57281969
Mg1 Al1 Ni2,1.954404977
Be2 Ni1 Pd1,2.150566845
Be2 Cd1 Pt1,1.675021536
Zn2 Ir1 Pd1,2.020866828
Be1 Cr1 Pt2,2.199815171
Mg1 Zn1 Pt2,1.556896069
Zr2 Pd1 Au1,2.464920312
Ag1 Pd2 Pb1,1.55550063
Y2 Mg1 Os1,2.497159191
Mg1 Ti1 Ni2,2.093303563
Sc2 Co1 Cu1,2.183136905
La2 Be1 Ge1,2.082511245
La1 Sc1 Tl2,1.821353645
Zn2 Ag1 Rh1,1.55498934
Zr1 Be1 Rh2,2.260994474
Be2 Zn1 Pt1,1.729579801
Sc2 Cd1 Hg1,1.818072886
Hf1 Ga1 Au2,1.691492234
Mg1 Zr1 Pt2,1.571483672
Ti1 Cu2 Au1,2.014975991
Sc2 Al1 Au1,1.985561247
Y2 Be1 Ir1,2.382134939
Cd1 Cu1 Pd2,1.741579909
Y2 Mg1 Pb1,1.993832543
Sc2 Al1 Tl1,2.168964801
Y1 Ga1 Ag2,1.611741838
Cu1 Sb1 Pd2,1.716321384
Be1 In1 Pt2,1.595302503
Sc2 Zn1 Rh1,1.799847624
Al2 Tc1 Pd1,2.165716565
Ga1 Cu1 Ni2,2.07389271
La2 Mg1 Al1,2.222401003
Zr1 Ge1 Rh2,2.028895284
Li1 Be1 Cu2,1.667779644
Hf1 Cu2 Au1,2.236012159
Li1 Sc2 Hg1,1.942804432
Y2 Mg1 Zn1,2.228598059
Be2 Ir1 Au1,2.147724403
Ti1 Zn2 Pt1,1.985819171
Hf1 Sc1 Tl2,2.414398879
Be1 Al1 Pt2,1.622264121
Be2 Cu1 Ni1,2.242892175
Mg1 Sc1 Cu2,1.870749555
Sc2 Cd1 Os1,2.267924203
Y2 Ga1 Pd1,1.79942503
Mg1 Co2 Sn1,2.238026536
Mg1 Co2 Si1,2.26186294
Y1 Sc1 Tl2,1.932532225
Zn1 Ga1 Co2,2.076597454
Cd1 Pd2 Au1,1.593001346
Y2 Ag1 Os1,2.308565181
Y2 Ni1 Pt1,1.74636505
La2 Mg1 Hg1,2.15183528
I2 N10,1.88385304
Mo1 W11,1.809265501
K2 Al2 N8,1.666778195
Cu1 C2 S2 N6,1.690803473
Ni1 N8 O6,2.018363841
Ti1 Au2,1.676823888
Ca2 Ga4,1.894040623
Ta4 Os2 Se12,1.622114864
Zr8,1.817396105
Te4 C24 I24 N8,1.569041159
Te1 C16 I4 N2,1.933480133
Tb2 Fe4,1.544561701
U2 Zn17,1.532319872
Ru1 I2 N6,1.590225115
Y12 H4,2.016996492
Pd10 N36 Cl20,1.552552123
Mn4 C32 Br16 N8,1.570629552
Mo2 P8 C26 O4,1.644546851
Mg8 Si4,2.47119296
K2 Sn1 N6,1.905950068
K6 Re3,1.587177894
Cu1 Br2 N6,1.970433212
Cu1 Br2 N6,1.766663945
Cd1 C1 N2,2.37951703
Cd1 C1 N2,1.61932722
Br2 N2,1.852564006
C8 N4 Cl4,1.630530767
